ctitle,etitle,link,imgsrc,rating,num,inq,bd
恐怖直播,  더 테러 라이브,https://movie.douban.com/subject/21360417/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2054744538.jpg,8.7,601667,恐怖分子的“秋菊打官司”。,导演: 金秉祐 Byeong-woo Kim   主演: 河正宇 Jung-woo Ha   李璟荣 Kyeong-y... 2013   韩国   剧情 犯罪 悬疑
我是山姆,  I Am Sam,https://movie.douban.com/subject/1306861/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p652417775.jpg,9.0,309451,爱并不需要智商 。,导演: 杰茜·尼尔森 Jessie Nelson   主演: Sean Penn   Dakota Fanning   Mi... 2001   美国   剧情 家庭
头号玩家,  Ready Player One,https://movie.douban.com/subject/4920389/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2516578307.jpg,8.7,1264910,写给影迷，动漫迷和游戏迷的一封情书。,导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 泰伊·谢里丹 Tye Sheri... 2018   美国   动作 科幻 冒险
血战钢锯岭,  Hacksaw Ridge,https://movie.douban.com/subject/26325320/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2398141939.jpg,8.7,731786,优秀的战争片不会美化战场，不会粉饰死亡，不会矮化敌人，不会无视常识，最重要的，不会宣扬战争。,导演: 梅尔·吉布森 Mel Gibson   主演: 安德鲁·加菲尔德 Andrew Garfield  ... 2016   澳大利亚 美国   剧情 传记 历史 战争
新世界,  신세계,https://movie.douban.com/subject/10437779/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1903379979.jpg,8.9,367629,要做就做得狠一点，这样才能活下去。,导演: 朴勋政 Hoon-jung Park   主演: 李政宰 Jung-Jae Lee   崔岷植 Min-sik... 2013   韩国   剧情 犯罪
模仿游戏,  The Imitation Game,https://movie.douban.com/subject/10463953/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2255040492.jpg,8.8,591101,他给机器起名“克里斯托弗”，因为这是他初恋的名字。,导演: 莫滕·泰杜姆 Morten Tyldum   主演: 本尼迪克特·康伯巴奇 Benedict C... 2014   英国 美国   剧情 传记 战争 同性
喜宴,  囍宴,https://movie.douban.com/subject/1303037/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2249048907.jpg,9.0,323589,中国家庭的喜怒哀乐忍。,导演: 李安 Ang Lee   主演: 赵文瑄 Winston Chao   郎雄 Sihung Lung   归亚... 1993   中国台湾 美国   剧情 喜剧 爱情 同性 家庭
七武士,  七人の侍,https://movie.douban.com/subject/1295399/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2215886505.jpg,9.3,179871,时代悲歌。,导演: 黑泽明 Akira Kurosawa   主演: 三船敏郎 Toshirô Mifune   志村乔 ... 1954   日本   动作 冒险 剧情
花样年华,  花樣年華,https://movie.douban.com/subject/1291557/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910828286.jpg,8.7,547002,偷情本没有这样美。,导演: 王家卫 Kar Wai Wong   主演: 梁朝伟 Tony Leung Chiu Wai   张曼玉 Ma... 2000   中国香港   剧情 爱情
黑客帝国3：矩阵革命,  The Matrix Revolutions,https://movie.douban.com/subject/1302467/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p443461818.jpg,8.8,414941,不得不说，《黑客帝国》系列是商业片与科幻、哲学完美结合的典范。,导演: 拉娜·沃卓斯基 Lana Wachowski   莉莉·沃卓斯基 Lilly Wachowski   ... 2003   美国   动作 科幻
头脑特工队,  Inside Out,https://movie.douban.com/subject/10533913/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2266293606.jpg,8.8,557239,愿我们都不用长大，每一座城堡都能永远存在。,导演: 彼特·道格特 Pete Docter   罗纳尔多·德尔·卡门 Ronaldo Del Carmen  &amp;nb... 2015   美国   喜剧 动画 冒险
电锯惊魂,  Saw,https://movie.douban.com/subject/1417598/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p726839485.jpg,8.7,486135,真相就在眼前。,导演: 詹姆斯·温 James Wan   主演: 雷·沃纳尔 Leigh Whannell   加利·艾... 2004   美国   悬疑 惊悚 恐怖
三块广告牌,"  Three Billboards Outside Ebbing, Missouri",https://movie.douban.com/subject/26611804/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2510081688.jpg,8.7,763835,怼天怼地，你走后，她与世界为敌。,导演: 马丁·麦克唐纳 Martin McDonagh   主演: 弗兰西斯·麦克多蒙德 France... 2017   美国 英国   剧情 犯罪
达拉斯买家俱乐部,  Dallas Buyers Club,https://movie.douban.com/subject/1793929/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2166160837.jpg,8.8,420063,Jared Leto的腿比女人还美！,导演: 让-马克·瓦雷 Jean-Marc Vallée   主演: 马修·麦康纳 Matthew McCon... 2013   美国   剧情 传记 同性
卢旺达饭店,  Hotel Rwanda,https://movie.douban.com/subject/1291822/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p470419493.jpg,8.9,301125,当这个世界闭上双眼，他却敞开了怀抱。,导演: 特瑞·乔治 Terry George   主演: 唐·钱德尔 Don Cheadle   苏菲·奥... 2004   英国 南非 意大利 美国   剧情 传记 历史 战争
你的名字。,  君の名は。,https://movie.douban.com/subject/26683290/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2395733377.jpg,8.5,1279429,穿越错位的时空，仰望陨落的星辰，你没留下你的名字，我却无法忘记那句“我爱你”。,导演: 新海诚 Makoto Shinkai   主演: 神木隆之介 Ryûnosuke Kamiki   上... 2016   日本   剧情 爱情 动画
九品芝麻官, ,https://movie.douban.com/subject/1297518/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p648370300.jpg,8.7,600757,,导演: 王晶 Jing Wong   主演: 周星驰 Stephen Chow   吴孟达 Man Tat Ng   ... 1994   中国香港 中国大陆   剧情 喜剧 古装
疯狂原始人,  The Croods,https://movie.douban.com/subject/1907966/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1867084027.jpg,8.7,782087,老少皆宜，这就是好莱坞动画的魅力。,导演: 科克·德·米科 Kirk De Micco   克里斯·桑德斯 Chris Sanders   主演... 2013   美国   喜剧 动画 冒险
上帝之城,  Cidade de Deus,https://movie.douban.com/subject/1292208/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p455677490.jpg,9.0,281347,被上帝抛弃了的上帝之城。,导演: 费尔南多·梅里尔斯 Fernando Meirelles   卡迪亚·兰德 Kátia Lund  &amp;nbsp... 2002   巴西 法国   犯罪 剧情
谍影重重3,  The Bourne Ultimatum,https://movie.douban.com/subject/1578507/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792223507.jpg,8.8,389072,像吃了苏打饼一样干脆的电影。,导演: 保罗·格林格拉斯 Paul Greengrass   主演: 马特·达蒙 Matt Damon   ... 2007   美国 德国   动作 悬疑 惊悚
惊魂记,  Psycho,https://movie.douban.com/subject/1293181/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1021883305.jpg,9.0,255836,故事的反转与反转，分裂电影的始祖。,导演: 阿尔弗雷德·希区柯克 Alfred Hitchcock   主演: 安东尼·博金斯 Antho... 1960   美国   悬疑 惊悚 恐怖
风之谷,  風の谷のナウシカ,https://movie.douban.com/subject/1291585/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1917567652.jpg,8.9,333151,动画片的圣经。,导演: 宫崎骏 Hayao Miyazaki   主演: 岛本须美 Sumi Shimamoto   松田洋治 Y... 1984   日本   动画 奇幻 冒险
心迷宫, ,https://movie.douban.com/subject/25917973/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2276780256.jpg,8.7,472625,荒诞讽刺，千奇百巧，抽丝剥茧，百转千回。,导演: 忻钰坤 Yukun Xin   主演: 霍卫民 Weimin Huo   王笑天 Xiaotian Wang ... 2014   中国大陆   剧情 犯罪 悬疑
英雄本色, ,https://movie.douban.com/subject/1297574/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2504997087.jpg,8.6,489856,英雄泪短，兄弟情长。 ,导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow   狄龙 Lung Ti   张国... 1986   中国香港   剧情 动作 犯罪
纵横四海,  緃横四海,https://movie.douban.com/subject/1295409/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2597918718.jpg,8.8,386572,香港浪漫主义警匪动作片的巅峰之作。,导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow   张国荣 Leslie Cheung... 1991   中国香港   剧情 喜剧 动作 犯罪
海街日记,  海街diary,https://movie.douban.com/subject/25895901/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2603364117.jpg,8.8,407560,是枝裕和的家庭习作。,导演: 是枝裕和 Hirokazu Koreeda   主演: 绫濑遥 Haruka Ayase   长泽雅美 M... 2015   日本   剧情 家庭
岁月神偷,  歲月神偷,https://movie.douban.com/subject/3792799/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p456666151.jpg,8.7,544480,岁月流逝，来日可追。,导演: 罗启锐 Alex Law   主演: 吴君如 Sandra Ng   任达华 Simon Yam   钟绍... 2010   中国香港 中国大陆   剧情 家庭
记忆碎片,  Memento,https://movie.douban.com/subject/1304447/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p641688453.jpg,8.7,560870,一个针管引发的血案。,导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 盖·皮尔斯 Guy Pearce  ... 2000   美国   犯罪 剧情 悬疑 惊悚
忠犬八公物语,  ハチ公物語,https://movie.douban.com/subject/1959195/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2603716224.jpg,9.2,177822,养狗三日，便会对你终其一生。,导演: Seijirô Kôyama   主演: 山本圭 Kei Yamamoto   井川比佐志 Hisa... 1987   日本   剧情
荒蛮故事,  Relatos salvajes,https://movie.douban.com/subject/24750126/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2584519452.jpg,8.8,407327,始于荒诞，止于更荒诞。,导演: 达米安·斯兹弗隆 Damián Szifron   主演: 达里奥·葛兰帝内提 Darío... 2014   阿根廷 西班牙   剧情 喜剧 犯罪
爱在午夜降临前,  Before Midnight,https://movie.douban.com/subject/10808442/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2074715729.jpg,8.9,355390,所谓爱情，就是话唠一路，都不会心生腻烦，彼此嫌弃。,导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ... 2013   美国 希腊   剧情 爱情
绿里奇迹,  The Green Mile,https://movie.douban.com/subject/1300374/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p767586451.jpg,8.9,294716,天使暂时离开。,导演: Frank Darabont   主演: 汤姆·汉克斯 Tom Hanks   大卫·摩斯 David M... 1999   美国   犯罪 剧情 奇幻 悬疑
色，戒, ,https://movie.douban.com/subject/1828115/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p453716305.jpg,8.6,692841,假戏真情，爱欲深海,导演: 李安 Ang Lee   主演: 梁朝伟 Tony Leung Chiu Wai   汤唯 Wei Tang   ... 2007   中国台湾 中国大陆 美国 中国香港   剧情 爱情 情色
爆裂鼓手,  Whiplash,https://movie.douban.com/subject/25773932/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2220776342.jpg,8.7,533781,这个世界从不善待努力的人，努力了也不一定会成功，但是知道自己在努力，就是活下去的动力。,导演: 达米恩·查泽雷 Damien Chazelle   主演: 迈尔斯·特勒 Miles Teller  ... 2014   美国   剧情 音乐
小偷家族,  万引き家族,https://movie.douban.com/subject/27622447/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2530599636.jpg,8.7,761507,我们组成了家。,导演: 是枝裕和 Hirokazu Koreeda   主演: 中川雅也 Lily Franky   安藤樱 Sa... 2018   日本   剧情 犯罪 家庭
贫民窟的百万富翁,  Slumdog Millionaire,https://movie.douban.com/subject/2209573/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2434249040.jpg,8.6,698551,上帝之城+猜火车+阿甘正传+开心辞典=山寨富翁,导演: 丹尼·鲍尔 Danny Boyle   洛芙琳·坦丹 Loveleen Tandan   主演: 戴夫... 2008   英国   剧情 爱情
无敌破坏王,  Wreck-It Ralph,https://movie.douban.com/subject/6534248/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1735642656.jpg,8.7,493452,迪士尼和皮克斯拿错剧本的产物。,导演: 瑞奇·莫尔 Rich Moore   主演: 约翰·C·赖利 John C. Reilly   萨拉... 2012   美国   喜剧 动画 奇幻 冒险
东邪西毒,  東邪西毒,https://movie.douban.com/subject/1292328/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1982176012.jpg,8.6,537303,电影诗。,导演: 王家卫 Kar Wai Wong   主演: 张国荣 Leslie Cheung   林青霞 Brigitte... 1994   中国香港 中国台湾   剧情 动作 爱情 武侠 古装
真爱至上,  Love Actually,https://movie.douban.com/subject/1292401/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p475600770.jpg,8.6,677316,爱，是个动词。,导演: 理查德·柯蒂斯 Richard Curtis   主演: 休·格兰特 Hugh Grant   柯林... 2003   英国 美国 法国   喜剧 剧情 爱情
疯狂的石头, ,https://movie.douban.com/subject/1862151/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p712241453.jpg,8.5,750939,中国版《两杆大烟枪》。,导演: 宁浩 Hao Ning   主演: 郭涛 Tao Guo   刘桦 Hua Liu   连晋 Teddy Lin 2006   中国大陆 中国香港   喜剧 犯罪
茶馆, ,https://movie.douban.com/subject/1461403/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2528965424.jpg,9.5,108132,,导演: 谢添 Tian Xie   主演: 于是之 Shizhi Yu   郑榕 Rong Zhen   蓝天野 T... 1982(中国大陆)   中国大陆   剧情 历史
冰川时代,  Ice Age,https://movie.douban.com/subject/1291578/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1910895719.jpg,8.6,568951,松鼠才是角儿。,导演: 卡洛斯·沙尔丹哈 Carlos Saldanha   克里斯·韦奇 Chris Wedge   主演... 2002   美国   喜剧 动画 冒险
雨中曲,  Singin' in the Rain,https://movie.douban.com/subject/1293460/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1612355875.jpg,9.1,199873,骨灰级歌舞片。,导演: 斯坦利·多南 Stanley Donen   吉恩·凯利 Gene Kelly   主演: 吉恩·... 1952   美国   喜剧 歌舞 爱情
你看起来好像很好吃,  おまえうまそうだな,https://movie.douban.com/subject/4848115/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p709670262.jpg,8.9,309122,感情不分食草或者食肉。,导演: 藤森雅也 Masaya Fujimori   主演: 山口胜平 Kappei Yamaguchi   爱河... 2010   日本   剧情 动画 儿童
恐怖游轮,  Triangle,https://movie.douban.com/subject/3011051/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p462470694.jpg,8.5,774693,不要企图在重复中寻找已经失去的爱。,导演: 克里斯托弗·史密斯 Christopher Smith   主演: 梅利莎·乔治 Melissa ... 2009   英国 澳大利亚   剧情 悬疑 惊悚
黑天鹅,  Black Swan,https://movie.douban.com/subject/1978709/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2549648344.jpg,8.6,739940,黑暗之美。,导演: 达伦·阿罗诺夫斯基 Darren Aronofsky   主演: 娜塔莉·波特曼 Natalie... 2010   美国   剧情 惊悚
2001太空漫游,  2001: A Space Odyssey,https://movie.douban.com/subject/1292226/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2560717825.jpg,8.9,286636,现代科幻电影的开山之作，最伟大导演的最伟大影片。,导演: 斯坦利·库布里克 Stanley Kubrick   主演: 凯尔·杜拉 Keir Dullea   ... 1968   英国 美国   科幻 惊悚 冒险
魔女宅急便,  魔女の宅急便,https://movie.douban.com/subject/1307811/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p456676352.jpg,8.7,421713,宫崎骏的电影总让人感觉世界是美好的，阳光明媚的。,导演: 宫崎骏 Hayao Miyazaki   主演: 高山南 Minami Takayama   佐久间玲 Re... 1989   日本   动画 奇幻 冒险
雨人,  Rain Man,https://movie.douban.com/subject/1291870/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2353324612.jpg,8.7,376477,生活在自己的世界里，也可以让周围的人显得可笑和渺小。,导演: 巴瑞·莱文森 Barry Levinson   主演: 达斯汀·霍夫曼 Dustin Hoffman ... 1988   美国   剧情
恋恋笔记本,  The Notebook,https://movie.douban.com/subject/1309163/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p483604864.jpg,8.6,617578,爱情没有那么多借口，如果不能圆满，只能说明爱的不够。 ,导演: 尼克·卡索维茨 Nick Cassavetes   主演: 瑞恩·高斯林 Ryan Gosling  ... 2004   美国   剧情 爱情
遗愿清单,  The Bucket List,https://movie.douban.com/subject/1867345/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1481879628.jpg,8.7,404604,用剩余不多的时间，去燃烧整个生命。,导演: 罗伯·莱纳 Rob Reiner   主演: 杰克·尼科尔森 Jack Nicholson   摩根... 2007   美国   冒险 喜剧 剧情
无间道2,  無間道II,https://movie.douban.com/subject/1307106/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p958008320.jpg,8.7,421878,,导演: 刘伟强   麦兆辉   主演: 陈冠希   余文乐   曾志伟 2003   中国香港   剧情 犯罪 惊悚
牯岭街少年杀人事件,  牯嶺街少年殺人事件,https://movie.douban.com/subject/1292329/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p848381236.jpg,8.9,261591,弱者送给弱者的一刀。,导演: 杨德昌 Edward Yang   主演: 张震 Chen Chang   杨静怡 Lisa Yang   张... 1991   中国台湾   剧情 犯罪
可可西里, ,https://movie.douban.com/subject/1308857/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2363208684.jpg,8.9,277838,坚硬的信仰。,导演: 陆川 Chuan Lu   主演: 多布杰 Duobujie   张磊 Lei Zhang   亓亮 Qi L... 2004   中国大陆 中国香港   剧情 犯罪
大佛普拉斯, ,https://movie.douban.com/subject/27059130/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2505928032.jpg,8.7,405929,人们可以登上月球，却永远无法探索人们内心的宇宙。,导演: 黄信尧 Hsin-yao Huang   主演: 庄益增 Yizeng Zhuang   陈竹昇 Chu-sh... 2017   中国台湾   剧情 喜剧
城市之光,  City Lights,https://movie.douban.com/subject/1293908/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2170238828.jpg,9.3,131021,永远的小人物，伟大的卓别林。,导演: Charles Chaplin   主演: 查理·卓别林 Charles Chaplin   弗吉尼亚·... 1931   美国   喜剧 剧情 爱情
萤火虫之墓,  火垂るの墓,https://movie.douban.com/subject/1293318/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2237136718.jpg,8.7,382988,幸福是生生不息，却难以触及的远。 ,导演: 高畑勋 Isao Takahata   主演: 辰己努   白石绫乃   志乃原良子 1988   日本   动画 剧情 战争
背靠背，脸对脸, ,https://movie.douban.com/subject/1307856/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2505048077.jpg,9.5,107201,,导演: 黄建新 Jianxin Huang   杨亚洲 Yazhou Yang   主演: 牛振华 Zhenhua N... 1994   中国大陆 中国香港   剧情
小丑,  Joker,https://movie.douban.com/subject/27119724/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2567198874.jpg,8.7,927319,,导演: 托德·菲利普斯 Todd Phillips   主演: 杰昆·菲尼克斯 Joaquin Phoeni... 2019   美国 加拿大   剧情 犯罪 惊悚
源代码,  Source Code,https://movie.douban.com/subject/3075287/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p988260245.jpg,8.5,777082,邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。,导演: 邓肯·琼斯 Duncan Jones   主演: 杰克·吉伦哈尔 Jake Gyllenhaal   ... 2011   美国 加拿大   科幻 悬疑 惊悚
虎口脱险,  La grande vadrouille,https://movie.douban.com/subject/1296909/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2399597512.jpg,8.9,232294,永远看不腻的喜剧。,导演: 杰拉尔·乌里 Gérard Oury   主演: 路易·德·菲耐斯 Louis de Funès... 1966   法国 英国   喜剧 战争
初恋这件小事,  สิ่งเล็กเล็กที่เรียกว่า...รัก,https://movie.douban.com/subject/4739952/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1505312273.jpg,8.5,926504,黑小鸭速效美白记。,导演: 普特鹏·普罗萨卡·那·萨克那卡林 Puttipong Promsaka Na Sakolnakorn   华森·波克彭... 2010   泰国   剧情 喜剧 爱情
东京教父,  東京ゴッドファーザーズ,https://movie.douban.com/subject/1310177/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p456703618.jpg,9.0,192543,,导演: 今敏 Satoshi Kon   主演: 江守彻 Toru Emori   梅垣义明 Yoshiaki Ume... 2003   日本   剧情 喜剧 动画
人工智能,  Artificial Intelligence: AI,https://movie.douban.com/subject/1302827/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792257137.jpg,8.7,409501,对爱的执着，可以超越一切。,导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 海利·乔·奥斯蒙 Haley... 2001   美国 英国   剧情 科幻
海边的曼彻斯特,  Manchester by the Sea,https://movie.douban.com/subject/25980443/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2421855655.jpg,8.6,466456,我们都有权利不与自己的过去和解。,导演: 肯尼斯·罗纳根 Kenneth Lonergan   主演: 卡西·阿弗莱克 Casey Affle... 2016   美国   剧情 家庭
罗生门,  羅生門,https://movie.douban.com/subject/1291879/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1598883511.jpg,8.8,288024,人生的N种可能性。,导演: 黑泽明 Akira Kurosawa   主演: 三船敏郎 Toshirô Mifune   京町子 ... 1950   日本   剧情 犯罪 悬疑
终结者2：审判日,  Terminator 2: Judgment Day,https://movie.douban.com/subject/1291844/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910909085.jpg,8.8,315762,少见的超越首部的续集，动作片中的经典。,导演: 詹姆斯·卡梅隆 James Cameron   主演: 阿诺·施瓦辛格 Arnold Schwarz... 1991   美国 法国   动作 科幻
青蛇, ,https://movie.douban.com/subject/1303394/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2570901292.jpg,8.6,481719,人生如此，浮生如斯。谁人言，花彼岸，此生情长意短。谁都是不懂爱的罢了。,导演: 徐克 Hark Tsui   主演: 张曼玉 Maggie Cheung   王祖贤 Joey Wang   ... 1993   中国香港 中国大陆   剧情 爱情 奇幻 古装
波西米亚狂想曲,  Bohemian Rhapsody,https://movie.douban.com/subject/5300054/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2549558913.jpg,8.6,551300,,导演: 布莱恩·辛格 Bryan Singer   主演: 拉米·马雷克 Rami Malek   本·哈... 2018   英国 美国   剧情 传记 同性 音乐
二十二, ,https://movie.douban.com/subject/26430107/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2457609817.jpg,8.7,275565,有一些东西不应该被遗忘。,导演: 郭柯 Ke Guo   主演:  2015   中国大陆   纪录片
奇迹男孩,  Wonder,https://movie.douban.com/subject/26787574/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2507709428.jpg,8.6,518122,世界不完美，爱会有奇迹。,导演: 斯蒂芬·卓博斯基 Stephen Chbosky   主演: 雅各布·特伦布莱 Jacob Tr... 2017   美国 中国香港   剧情 儿童 家庭
疯狂的麦克斯4：狂暴之路,  Mad Max: Fury Road,https://movie.douban.com/subject/3592854/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2236181653.jpg,8.6,485106,“多么美好的一天！”轰轰轰砰咚，啪哒哒哒轰隆隆，磅~,导演: 乔治·米勒 George Miller   主演: 汤姆·哈迪 Tom Hardy   查理兹·塞... 2015   澳大利亚 美国   动作 科幻 冒险
新龙门客栈,  新龍門客棧,https://movie.douban.com/subject/1292287/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1421018669.jpg,8.7,407295,嬉笑怒骂，调风动月。,导演: 李惠民 Raymond Lee   主演: 张曼玉 Maggie Cheung   林青霞 Brigitte ... 1992   中国香港 中国大陆   动作 爱情 武侠 古装
房间,  Room,https://movie.douban.com/subject/25724855/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2259715855.jpg,8.8,349207,被偷走的岁月，被伤害的生命，被禁锢的灵魂，终将被希望和善意救赎。,导演: 伦尼·阿伯拉罕森 Lenny Abrahamson   主演: 布丽·拉尔森 Brie Larson... 2015   爱尔兰 加拿大 英国 美国   剧情 家庭
无耻混蛋,  Inglourious Basterds,https://movie.douban.com/subject/1438652/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2575043939.jpg,8.6,436944,昆汀同学越来越变态了，比北野武还杜琪峰。,导演: Quentin Tarantino   主演: 布拉德·皮特 Brad Pitt   梅拉尼·罗兰 M... 2009   德国 美国   剧情 犯罪
心灵奇旅,  Soul,https://movie.douban.com/subject/24733428/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2626308994.jpg,8.7,876366,,导演: 彼特·道格特 Pete Docter   凯普·鲍尔斯 Kemp Powers   主演: 杰米·... 2020   美国   动画 奇幻 音乐
血钻,  Blood Diamond,https://movie.douban.com/subject/1428175/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1244017073.jpg,8.7,348621,每个美丽事物背后都是滴血的现实。,导演: 爱德华·兹威克 Edward Zwick   主演: 莱昂纳多·迪卡普里奥 Leonardo ... 2006   美国 德国 英国   剧情 惊悚 冒险
千钧一发,  Gattaca,https://movie.douban.com/subject/1300117/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2195672555.jpg,8.8,263863,一部能引人思考的科幻励志片。,导演: 安德鲁·尼科尔 Andrew Niccol   主演: 伊桑·霍克 Ethan Hawke   乌玛... 1997   美国   剧情 科幻 惊悚
魂断蓝桥,  Waterloo Bridge,https://movie.douban.com/subject/1293964/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2351134499.jpg,8.8,256180,中国式内在的美国电影。,导演: 茂文·勒鲁瓦 Mervyn LeRoy   主演: 费雯·丽 Vivien Leigh   罗伯特·... 1940   美国   剧情 爱情 战争
步履不停,  歩いても 歩いても,https://movie.douban.com/subject/2222996/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2375245718.jpg,8.8,255673,日本的家庭电影已经是世界巅峰了，步履不停是巅峰中的佳作。,导演: 是枝裕和 Hirokazu Koreeda   主演: 阿部宽 Hiroshi Abe   夏川结衣 Yu... 2008   日本   剧情 家庭
黑客帝国2：重装上阵,  The Matrix Reloaded,https://movie.douban.com/subject/1304141/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p443461390.jpg,8.7,375760,一个精彩的世界观正在缓缓建立。,导演: 拉娜·沃卓斯基 Lana Wachowski   莉莉·沃卓斯基 Lilly Wachowski   ... 2003   美国   动作 科幻
彗星来的那一夜,  Coherence,https://movie.douban.com/subject/25807345/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2187896734.jpg,8.5,515517,小成本大魅力。,导演: 詹姆斯·沃德·布柯特 James Ward Byrkit   主演: 艾米丽·芭尔多尼 Em... 2013   美国 英国   科幻 悬疑 惊悚
崖上的波妞,  崖の上のポニョ,https://movie.douban.com/subject/1959877/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2627847859.jpg,8.6,442191,,导演: 宫崎骏 Hayao Miyazaki   主演: 奈良柚莉爱 Yuria Nara   土井洋辉 Hir... 2008   日本   动画 奇幻 冒险
