ctitle,etitle,link,imgsrc,rating,num,inq,bd
窃听风暴,  Das Leben der Anderen,https://movie.douban.com/subject/1900841/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1808872109.jpg,9.2,520761,别样人生。,导演: 弗洛里安·亨克尔·冯·多纳斯马尔克 Florian Henckel von Donnersmarck  &amp;n... 2006   德国   剧情 悬疑
穿条纹睡衣的男孩,  The Boy in the Striped Pajamas,https://movie.douban.com/subject/3008247/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1473670352.jpg,9.2,506495,尽管有些不切实际的幻想，这部电影依旧是一部感人肺腑的佳作。,导演: 马克·赫尔曼 Mark Herman   主演: 阿萨·巴特菲尔德 Asa Butterfield ... 2008   英国 美国   剧情 战争
情书,  Love Letter,https://movie.douban.com/subject/1292220/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2648230660.jpg,8.9,999263,暗恋的极致。,导演: 岩井俊二 Shunji Iwai   主演: 中山美穗 Miho Nakayama   丰川悦司 Ets... 1995   日本   剧情 爱情
两杆大烟枪,"  Lock, Stock and Two Smoking Barrels",https://movie.douban.com/subject/1293350/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792443418.jpg,9.1,553979,4个臭皮匠顶个诸葛亮，盖·里奇果然不是盖的。,导演: Guy Ritchie   主演: Jason Flemyng   Dexter Fletcher   Nick Moran 1998   英国   剧情 喜剧 犯罪
西西里的美丽传说,  Malèna,https://movie.douban.com/subject/1292402/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2441988159.jpg,8.9,902055,美丽无罪。,导演: 朱塞佩·托纳多雷 Giuseppe Tornatore   主演: 莫妮卡·贝鲁奇 Monica ... 2000   意大利 美国   剧情 战争 情色
看不见的客人,  Contratiempo,https://movie.douban.com/subject/26580232/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2498971355.jpg,8.8,1151649,你以为你以为的就是你以为的。,导演: 奥里奥尔·保罗 Oriol Paulo   主演: 马里奥·卡萨斯 Mario Casas   阿... 2016   西班牙   剧情 犯罪 悬疑 惊悚
音乐之声,  The Sound of Music,https://movie.douban.com/subject/1294408/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p453788577.jpg,9.1,553655,用音乐化解仇恨，让歌声串起美好。,导演: 罗伯特·怀斯 Robert Wise   主演: 朱莉·安德鲁斯 Julie Andrews   克... 1965   美国   剧情 传记 爱情 歌舞
拯救大兵瑞恩,  Saving Private Ryan,https://movie.douban.com/subject/1292849/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1014542496.jpg,9.1,597830,美利坚精神输出大片No1.,导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 汤姆·汉克斯 Tom Hanks... 1998   美国   剧情 战争
飞越疯人院,  One Flew Over the Cuckoo's Nest,https://movie.douban.com/subject/1292224/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792238287.jpg,9.1,513721,自由万岁。,导演: 米洛斯·福尔曼 Miloš Forman   主演: 杰克·尼科尔森 Jack Nichols... 1975   美国   剧情
小鞋子,  بچه های آسمان,https://movie.douban.com/subject/1303021/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2165511465.jpg,9.2,376609,奔跑的孩子是天使。,导演: 马基德·马基迪 Majid Majidi   主演: 默罕默德·阿米尔·纳吉 Mohamma... 1997   伊朗   剧情 儿童 家庭
阿凡达,  Avatar,https://movie.douban.com/subject/1652587/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2634997853.jpg,8.8,1280678,绝对意义上的美轮美奂。,导演: 詹姆斯·卡梅隆 James Cameron   主演: 萨姆·沃辛顿 Sam Worthington ... 2009   美国   动作 科幻 冒险
哈利·波特与死亡圣器(下),  Harry Potter and the Deathly Hallows: Part 2,https://movie.douban.com/subject/3011235/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p917846733.jpg,8.9,751761,10年的完美句点。,导演: 大卫·叶茨 David Yates   主演: 丹尼尔·雷德克里夫 Daniel Radcliffe... 2011   美国 英国   奇幻 冒险
沉默的羔羊,  The Silence of the Lambs,https://movie.douban.com/subject/1293544/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1593414327.jpg,8.9,809605,安东尼·霍普金斯的顶级表演。,导演: 乔纳森·戴米 Jonathan Demme   主演: 朱迪·福斯特 Jodie Foster   安... 1991   美国   剧情 犯罪 惊悚
致命魔术,  The Prestige,https://movie.douban.com/subject/1780330/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p480383375.jpg,8.9,791930,孪生蝙蝠侠大战克隆金刚狼。,导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 休·杰克曼 Hugh Jackman... 2006   英国 美国   剧情 悬疑 惊悚
海豚湾,  The Cove,https://movie.douban.com/subject/3442220/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2559579779.jpg,9.3,338984,海豚的微笑，是世界上最高明的伪装。,导演: 路易·西霍尤斯 Louie Psihoyos   主演: Richard O'Barry   路易·西霍... 2009   美国   纪录片
禁闭岛,  Shutter Island,https://movie.douban.com/subject/2334904/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p450262388.jpg,8.9,890625,昔日翩翩少年，今日大腹便便。,导演: Martin Scorsese   主演: 莱昂纳多·迪卡普里奥 Leonardo DiCaprio   ... 2010   美国   剧情 悬疑 惊悚
布达佩斯大饭店,  The Grand Budapest Hotel,https://movie.douban.com/subject/11525673/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2178872593.jpg,8.9,845319,小清新的故事里注入了大历史的情怀。,导演: 韦斯·安德森 Wes Anderson   主演: 拉尔夫·费因斯 Ralph Fiennes   ... 2014   美国 德国 英国   剧情 喜剧 冒险
蝴蝶效应,  The Butterfly Effect,https://movie.douban.com/subject/1292343/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2209066019.jpg,8.9,863872,人的命运被自己瞬间的抉择改变。,导演: 埃里克·布雷斯 Eric Bress   J·麦基·格鲁伯 J. Mackye Gruber   主... 2004   美国 加拿大   剧情 悬疑 科幻 惊悚
美国往事,  Once Upon a Time in America,https://movie.douban.com/subject/1292262/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p477229647.jpg,9.2,381670,往事如烟，无处祭奠。,导演: 赛尔乔·莱翁内 Sergio Leone   主演: 罗伯特·德尼罗 Robert De Niro ... 1984   美国 意大利   犯罪 剧情
心灵捕手,  Good Will Hunting,https://movie.douban.com/subject/1292656/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p480965695.jpg,8.9,653463,人生中应该拥有这样的一段豁然开朗。,导演: 格斯·范·桑特 Gus Van Sant   主演: 马特·达蒙 Matt Damon   罗宾·... 1997   美国   剧情
低俗小说,  Pulp Fiction,https://movie.douban.com/subject/1291832/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1910902213.jpg,8.9,767502,故事的高级讲法。,导演: 昆汀·塔伦蒂诺 Quentin Tarantino   主演: 约翰·特拉沃尔塔 John Tra... 1994   美国   剧情 喜剧 犯罪
春光乍泄,  春光乍洩,https://movie.douban.com/subject/1292679/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p465939041.jpg,9.0,580918,爱情纠缠，男女一致。,导演: 王家卫 Kar Wai Wong   主演: 张国荣 Leslie Cheung   梁朝伟 Tony Leu... 1997   中国香港 日本 韩国   剧情 爱情 同性
摩登时代,  Modern Times,https://movie.douban.com/subject/1294371/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2263408369.jpg,9.3,273793,大时代中的人生，小人物的悲喜。,导演: 查理·卓别林 Charles Chaplin   主演: 查理·卓别林 Charles Chaplin ... 1936   美国   剧情 喜剧 爱情
喜剧之王,  喜劇之王,https://movie.douban.com/subject/1302425/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2579932167.jpg,8.8,889700,我是一个演员。,导演: 周星驰 Stephen Chow   李力持 Lik-Chi Lee   主演: 周星驰 Stephen Ch... 1999   中国香港   喜剧 剧情 爱情
七宗罪,  Se7en,https://movie.douban.com/subject/1292223/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2219586434.jpg,8.8,881514,警察抓小偷，老鼠玩死猫。,导演: 大卫·芬奇 David Fincher   主演: 摩根·弗里曼 Morgan Freeman   布... 1995   美国   剧情 犯罪 悬疑 惊悚
功夫, ,https://movie.douban.com/subject/1291543/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2219011938.jpg,8.8,999569,警恶惩奸，维护世界和平这个任务就交给你了，好吗？,导演: 周星驰 Stephen Chow   主演: 周星驰 Stephen Chow   元秋 Qiu Yuen   ... 2004   中国大陆 中国香港   动作 喜剧 犯罪 奇幻
致命ID,  Identity,https://movie.douban.com/subject/1297192/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2558364386.jpg,8.8,750364,最不可能的那个人永远是最可能的。,导演: 詹姆斯·曼高德 James Mangold   主演: 约翰·库萨克 John Cusack   雷... 2003   美国   剧情 悬疑 惊悚
杀人回忆,  살인의 추억,https://movie.douban.com/subject/1300299/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1633113220.jpg,8.9,643322,关于连环杀人悬案的集体回忆。,导演: 奉俊昊 Joon-ho Bong   主演: 宋康昊 Kang-ho Song   金相庆 Sang-kyun... 2003   韩国   剧情 动作 犯罪 悬疑 惊悚
哈利·波特与阿兹卡班的囚徒,  Harry Potter and the Prisoner of Azkaban,https://movie.douban.com/subject/1291544/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1910812549.jpg,8.9,641179,不一样的导演，不一样的哈利·波特。,导演: Alfonso Cuarón   主演: 丹尼尔·雷德克里夫 Daniel Radcliffe   Emma... 2004   英国 美国   奇幻 冒险
超脱,  Detachment,https://movie.douban.com/subject/5322596/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1305562621.jpg,9.0,513722,穷尽一生，我们要学会的，不过是彼此拥抱。,导演: 托尼·凯耶 Tony Kaye   主演: 艾德里安·布洛迪 Adrien Brody   马西... 2011   美国   剧情
加勒比海盗,  Pirates of the Caribbean: The Curse of the Black Pearl,https://movie.douban.com/subject/1298070/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1596085504.jpg,8.8,795775,约翰尼·德普的独角戏。,导演: 戈尔·维宾斯基 Gore Verbinski   主演: 约翰尼·德普 Johnny Depp   ... 2003   美国   动作 冒险 奇幻
红辣椒,  パプリカ,https://movie.douban.com/subject/1865703/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p456825720.jpg,9.1,412273,梦的勾结。,导演: 今敏 Satoshi Kon   主演: 林原惠美 Megumi Hayashibara   江守彻 Toru... 2006   日本   动画 悬疑 科幻 惊悚
被嫌弃的松子的一生,  嫌われ松子の一生,https://movie.douban.com/subject/1787291/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p884763596.jpg,8.9,659914,以戏谑来戏谑戏谑。,导演: 中岛哲也 Tetsuya Nakashima   主演: 中谷美纪 Miki Nakatani   瑛太 E... 2006   日本   剧情 歌舞
狩猎,  Jagten,https://movie.douban.com/subject/6985810/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1546987967.jpg,9.1,353636,人言可畏。,导演: 托马斯·温特伯格 Thomas Vinterberg   主演: 麦斯·米科尔森 Mads Mik... 2012   丹麦 瑞典   剧情
请以你的名字呼唤我,  Call Me by Your Name,https://movie.douban.com/subject/26799731/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2505525050.jpg,8.9,657129,沉醉在电影的情感和视听氛围中无法自拔。,导演: 卢卡·瓜达尼诺 Luca Guadagnino   主演: 艾米·汉莫 Armie Hammer   ... 2017   意大利 法国 巴西 美国   剧情 爱情 同性
7号房的礼物,  7번방의 선물,https://movie.douban.com/subject/10777687/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1816276065.jpg,8.9,509519,《我是山姆》的《美丽人生》。,导演: 李焕庆 Hwan-kyeong Lee   主演: 柳承龙 Seung-yong Ryoo   朴信惠 Shi... 2013   韩国   剧情 喜剧 家庭
剪刀手爱德华,  Edward Scissorhands,https://movie.douban.com/subject/1292370/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p480956937.jpg,8.7,977262,浪漫忧郁的成人童话。,导演: 蒂姆·波顿 Tim Burton   主演: 约翰尼·德普 Johnny Depp   薇诺娜·... 1990   美国   剧情 奇幻 爱情
断背山,  Brokeback Mountain,https://movie.douban.com/subject/1418834/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2604889017.jpg,8.8,662119,每个人心中都有一座断背山。,导演: 李安 Ang Lee   主演: 希斯·莱杰 Heath Ledger   杰克·吉伦哈尔 Jake... 2005   美国 加拿大   剧情 爱情 同性 家庭
勇敢的心,  Braveheart,https://movie.douban.com/subject/1294639/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2004174709.jpg,8.9,530297,史诗大片的典范。,导演: 梅尔·吉布森 Mel Gibson   主演: 梅尔·吉布森 Mel Gibson   苏菲·玛... 1995   美国   动作 传记 剧情 历史 战争
唐伯虎点秋香,  唐伯虎點秋香,https://movie.douban.com/subject/1306249/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2357915564.jpg,8.7,985286,华太师是黄霑，吴镇宇四大才子之一。,导演: 李力持 Lik-Chi Lee   主演: 周星驰 Stephen Chow   巩俐 Li Gong   陈... 1993   中国香港   喜剧 爱情 古装
入殓师,  おくりびと,https://movie.douban.com/subject/2149806/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2707581855.jpg,8.9,614041,死可能是一道门，逝去并不是终结，而是超越，走向下一程。,导演: 泷田洋二郎 Yôjirô Takita   主演: 本木雅弘 Masahiro Motoki   ... 2008   日本   剧情
哈利·波特与密室,  Harry Potter and the Chamber of Secrets,https://movie.douban.com/subject/1296996/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1082651990.jpg,8.8,667298,魔法的密室之门已打开...,导演: Chris Columbus   主演: 丹尼尔·雷德克里夫 Daniel Radcliffe   艾玛... 2002   英国 美国   奇幻 冒险
一一, ,https://movie.douban.com/subject/1292434/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2567845803.jpg,9.1,344561,我们都曾经是一一。,导演: 杨德昌 Edward Yang   主演: 吴念真   李凯莉 Kelly Lee   金燕玲 Elai... 2000   中国台湾 日本   剧情 爱情 家庭
第六感,  The Sixth Sense,https://movie.douban.com/subject/1297630/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2220184425.jpg,8.9,512202,深入内心的恐怖，出人意料的结局。,导演: M·奈特·沙马兰 M. Night Shyamalan   主演: 布鲁斯·威利斯 Bruce Wi... 1999   美国   剧情 悬疑 惊悚
爱在黎明破晓前,  Before Sunrise,https://movie.douban.com/subject/1296339/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2555762374.jpg,8.8,610983,缘分是个连绵词，最美不过一瞬。,导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ... 1995   美国 奥地利 瑞士   剧情 爱情
重庆森林,  重慶森林,https://movie.douban.com/subject/1291999/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p792381411.jpg,8.8,741558,寂寞没有期限。,导演: 王家卫 Kar Wai Wong   主演: 林青霞 Brigitte Lin   金城武 Takeshi K... 1994   中国香港   剧情 爱情
天使爱美丽,  Le fabuleux destin d'Amélie Poulain,https://movie.douban.com/subject/1292215/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2447590313.jpg,8.7,912800,法式小清新。 ,导演: 让-皮埃尔·热内 Jean-Pierre Jeunet   主演: 奥黛丽·塔图 Audrey Tau... 2001   法国 德国   剧情 喜剧 爱情
蝙蝠侠：黑暗骑士崛起,  The Dark Knight Rises,https://movie.douban.com/subject/3395373/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1706428744.jpg,8.8,665790,诺兰就是保证。,导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 克里斯蒂安·贝尔 Christ... 2012   美国 英国   剧情 动作 科幻 犯罪 惊悚
幽灵公主,  もののけ姫,https://movie.douban.com/subject/1297359/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1613191025.jpg,8.9,485694,人与自然的战争史诗。,导演: 宫崎骏 Hayao Miyazaki   主演: 松田洋治 Yôji Matsuda   石田百合... 1997   日本   动画 奇幻 冒险
小森林 夏秋篇,  リトル・フォレスト 夏・秋,https://movie.douban.com/subject/25814705/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2564498893.jpg,9.0,393729,那些静得只能听见呼吸的日子里，你明白孤独即生活。,导演: 森淳一 Junichi Mori   主演: 桥本爱 Ai Hashimoto   三浦贵大 Takahir... 2014   日本   剧情
菊次郎的夏天,  菊次郎の夏,https://movie.douban.com/subject/1293359/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2620392435.jpg,8.9,545512,从没见过那么流氓的温柔，从没见过那么温柔的流氓。,导演: 北野武 Takeshi Kitano   主演: 北野武 Takeshi Kitano   关口雄介 Yus... 1999   日本   剧情 喜剧
阳光灿烂的日子, ,https://movie.douban.com/subject/1291875/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2564685215.jpg,8.9,568852,一场华丽的意淫。,导演: 姜文 Wen Jiang   主演: 夏雨 Yu Xia   宁静 Jing Ning   陶虹 Hong Tao 1994   中国大陆 中国香港   剧情 爱情
超能陆战队,  Big Hero 6,https://movie.douban.com/subject/11026735/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2614500883.jpg,8.7,932015,Balalala~~~,导演: 唐·霍尔 Don Hall   克里斯·威廉姆斯 Chris Williams   主演: 斯科特... 2014   美国   喜剧 动作 科幻 动画 冒险
完美的世界,  A Perfect World,https://movie.douban.com/subject/1300992/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2190556408.jpg,9.1,284569,坏人的好总是比好人的好来得更感人。,导演: 克林特·伊斯特伍德 Clint Eastwood   主演: 凯文·科斯特纳 Kevin Cos... 1993   美国   剧情 犯罪
无人知晓,  誰も知らない,https://movie.douban.com/subject/1292337/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p661160053.jpg,9.1,289591,我的平常生活就是他人的幸福。,导演: 是枝裕和 Hirokazu Koreeda   主演: 柳乐优弥 Yûya Yagira   北浦爱... 2004   日本   剧情
爱在日落黄昏时,  Before Sunset,https://movie.douban.com/subject/1291990/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2561542458.jpg,8.9,503560,九年后的重逢是世俗和责任的交叠，没了悸动和青涩，沧桑而温暖。,导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ... 2004   美国 法国   剧情 爱情
消失的爱人,  Gone Girl,https://movie.douban.com/subject/21318488/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2221768894.jpg,8.7,854320,年度最佳date movie。,导演: 大卫·芬奇 David Fincher   主演: 本·阿弗莱克 Ben Affleck   罗莎蒙... 2014   美国   剧情 犯罪 悬疑 惊悚
借东西的小人阿莉埃蒂,  借りぐらしのアリエッティ,https://movie.douban.com/subject/4202302/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p617533616.jpg,8.9,506384,曾经的那段美好会沉淀为一辈子的记忆。,导演: 米林宏昌 Hiromasa Yonebayashi   主演: 志田未来 Mirai Shida   神木... 2010   日本   动画 奇幻 冒险
甜蜜蜜, ,https://movie.douban.com/subject/1305164/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2223011274.jpg,8.9,484415,相逢只要一瞬间，等待却像是一辈子。,导演: 陈可辛 Peter Chan   主演: 黎明 Leon Lai   张曼玉 Maggie Cheung   ... 1996   中国香港   剧情 爱情
小森林 冬春篇,  リトル・フォレスト 冬・春,https://movie.douban.com/subject/25814707/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2215147728.jpg,9.0,351636,尊敬他人，尊敬你生活的这片土地，明白孤独是人生的常态。,导演: 森淳一 Junichi Mori   主演: 桥本爱 Ai Hashimoto   三浦贵大 Takahir... 2015   日本   剧情
倩女幽魂, ,https://movie.douban.com/subject/1297447/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2414157745.jpg,8.8,677039,两张绝世的脸。 ,导演: 程小东 Siu-Tung Ching   主演: 张国荣 Leslie Cheung   王祖贤 Joey W... 1987   中国香港   爱情 奇幻 武侠 古装
侧耳倾听,  耳をすませば,https://movie.douban.com/subject/1297052/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p456692072.jpg,8.9,425078,少女情怀总是诗。,导演: 近藤喜文 Yoshifumi Kondo   主演: 本名阳子 Youko Honna   小林桂树 K... 1995   日本   剧情 爱情 动画
幸福终点站,  The Terminal,https://movie.douban.com/subject/1292274/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p854757687.jpg,8.8,519048,有时候幸福需要等一等。 ,导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 汤姆·汉克斯 Tom Hanks... 2004   美国   喜剧 剧情 爱情
时空恋旅人,  About Time,https://movie.douban.com/subject/10577869/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2070153774.jpg,8.8,596705,把每天当作最后一天般珍惜度过，积极拥抱生活，就是幸福。,导演: 理查德·柯蒂斯 Richard Curtis   主演: 多姆纳尔·格里森 Domhnall Gl... 2013   英国   喜剧 爱情 奇幻
驯龙高手,  How to Train Your Dragon,https://movie.douban.com/subject/2353023/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2210954024.jpg,8.8,699533,和谐的生活离不开摸头与被摸头。,导演: 迪恩·德布洛斯 Dean DeBlois   克里斯·桑德斯 Chris Sanders   主演:... 2010   美国   动画 奇幻 冒险
萤火之森,  蛍火の杜へ,https://movie.douban.com/subject/5989818/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1675053073.jpg,8.9,486748,触不到的恋人。,导演: 大森贵弘 Takahiro Omori   主演: 佐仓绫音 Ayane Sakura   内山昂辉 K... 2011   日本   剧情 爱情 动画 奇幻
怪兽电力公司,"  Monsters, Inc.",https://movie.douban.com/subject/1291579/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2513247938.jpg,8.8,611681,不要给它起名字，起了名字就有感情了。,导演: 彼特·道格特 Pete Docter   大卫·斯沃曼 David Silverman   主演: 约... 2001   美国   儿童 喜剧 动画 奇幻 冒险
玛丽和马克思,  Mary and Max,https://movie.douban.com/subject/3072124/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p488255145.jpg,8.9,399900,你是我最好的朋友，你是我唯一的朋友 。,导演: 亚当·艾略特 Adam Elliot   主演: 托妮·科莱特 Toni Collette   菲利... 2009   澳大利亚 美国   剧情 喜剧 动画
教父3,  The Godfather: Part III,https://movie.douban.com/subject/1294240/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2169664351.jpg,9.0,337644,任何信念的力量，都无法改变命运。,导演: 弗朗西斯·福特·科波拉 Francis Ford Coppola   主演: 阿尔·帕西诺 A... 1990   美国   剧情 犯罪
一个叫欧维的男人决定去死,  En man som heter Ove,https://movie.douban.com/subject/26628357/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2406624993.jpg,8.9,419685,惠及一生的美丽。,导演: 汉内斯·赫尔姆 Hannes Holm   主演: 罗夫·拉斯加德 Rolf Lassgård... 2015   瑞典   剧情
寄生虫,  기생충,https://movie.douban.com/subject/27010768/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2561439800.jpg,8.8,1265391,,导演: 奉俊昊 Joon-ho Bong   主演: 宋康昊 Kang-ho Song   李善均 Seon-gyun... 2019   韩国   剧情
玩具总动员3,  Toy Story 3,https://movie.douban.com/subject/1858711/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1283675359.jpg,8.9,470257,跨度十五年的欢乐与泪水。,导演: 李·昂克里奇 Lee Unkrich   主演: 汤姆·汉克斯 Tom Hanks   蒂姆·艾... 2010   美国   喜剧 动画 奇幻 冒险
大鱼,  Big Fish,https://movie.douban.com/subject/1291545/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p692813374.jpg,8.8,529715,抱着梦想而活着的人是幸福的，怀抱梦想而死去的人是不朽的。,导演: 蒂姆·波顿 Tim Burton   主演: 伊万·麦克格雷格 Ewan McGregor   阿... 2003   美国   剧情 家庭 奇幻 冒险
傲慢与偏见,  Pride &amp; Prejudice,https://movie.douban.com/subject/1418200/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2016401659.jpg,8.7,728189,爱是摈弃傲慢与偏见之后的曙光。,导演: 乔·怀特 Joe Wright   主演: 凯拉·奈特莉 Keira Knightley   马修·... 2005   法国 英国 美国   剧情 爱情
告白, ,https://movie.douban.com/subject/4268598/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p689520756.jpg,8.8,631012,没有一人完全善，也没有一人完全恶。,导演: 中岛哲也 Tetsuya Nakashima   主演: 松隆子 Takako Matsu   冈田将生 ... 2010   日本   剧情 悬疑
神偷奶爸,  Despicable Me,https://movie.douban.com/subject/3287562/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792776858.jpg,8.6,880142,Mr. I Don't Care其实也有Care的时候。,导演: 皮艾尔·柯芬 Pierre Coffin   克里斯·雷纳德 Chris Renaud   主演: ... 2010   美国 法国   喜剧 动画 冒险
釜山行,  부산행,https://movie.douban.com/subject/25986180/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2360940399.jpg,8.6,1100253,揭露人性的丧尸题材力作。,导演: 延尚昊 Sang-ho Yeon   主演: 孔侑 Yoo Gong   郑有美 Yu-mi Jung   马... 2016   韩国   动作 惊悚 灾难
未麻的部屋,  Perfect Blue,https://movie.douban.com/subject/1395091/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1351050722.jpg,9.0,290951,好的剧本是，就算你猜到了结局也猜不到全部。,导演: 今敏 Satoshi Kon   主演: 岩男润子 Junko Iwao   松本梨香 Rica Matsu... 1997   日本   动画 奇幻 惊悚
阳光姐妹淘,  써니,https://movie.douban.com/subject/4917726/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1374786017.jpg,8.8,560068,再多各自牛逼的时光，也比不上一起傻逼的岁月。 ,导演: 姜炯哲 Hyeong-Cheol Kang   主演: 沈恩京 Eun-kyung Shim   闵孝琳 Hy... 2011   韩国   剧情 喜剧
被解救的姜戈,  Django Unchained,https://movie.douban.com/subject/6307447/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1800813767.jpg,8.8,560309,热血沸腾，那个低俗、性感的无耻混蛋又来了。,导演: 昆汀·塔伦蒂诺 Quentin Tarantino   主演: 杰米·福克斯 Jamie Foxx  ... 2012   美国   剧情 动作 西部 冒险
射雕英雄传之东成西就,  射鵰英雄傳之東成西就,https://movie.douban.com/subject/1316510/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2609063925.jpg,8.7,587764,百看不厌。 ,导演: 刘镇伟 Jeffrey Lau   主演: 梁朝伟 Tony Leung Chiu Wai   林青霞 Bri... 1993   中国香港   喜剧 奇幻 武侠 古装
哈利·波特与火焰杯,  Harry Potter and the Goblet of Fire,https://movie.douban.com/subject/1309055/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p735391084.jpg,8.7,581101,,导演: 迈克·内威尔 Mike Newell   主演: 丹尼尔·雷德克里夫 Daniel Radclif... 2005   英国 美国   悬疑 奇幻 冒险
哪吒闹海, ,https://movie.douban.com/subject/1307315/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2532803206.jpg,9.1,235782,想你时你在闹海。,导演: 王树忱 Shuchen Wang   严定宪 Dingxian Yan   主演: 梁正晖 Zhenghui ... 1979   中国大陆   冒险 动画 奇幻
